Rating	ID	Title	Title Slug	Contest Slug	Problem Index
2027.3839266711	1626	Best Team With No Conflicts	best-team-with-no-conflicts	weekly-contest-211	Q3
2026.8957817007	1406	Stone Game III	stone-game-iii	weekly-contest-183	Q4
2025.1529365814	1067	Digit Count in Range	digit-count-in-range	biweekly-contest-1	Q4
2025.0377429311	751	IP to CIDR	ip-to-cidr	weekly-contest-64	Q2
2024.3797833173	1734	Decode XORed Permutation	decode-xored-permutation	biweekly-contest-44	Q3
2022.8520613737	1235	Maximum Profit in Job Scheduling	maximum-profit-in-job-scheduling	weekly-contest-159	Q4
2022.4752963768	1210	Minimum Moves to Reach Target with Rotations	minimum-moves-to-reach-target-with-rotations	weekly-contest-156	Q4
2019.5399647546	909	Snakes and Ladders	snakes-and-ladders	weekly-contest-103	Q2
2015.7291888336	1353	Maximum Number of Events That Can Be Attended	maximum-number-of-events-that-can-be-attended	weekly-contest-176	Q3
2014.7655493665	1354	Construct Target Array With Multiple Sums	construct-target-array-with-multiple-sums	weekly-contest-176	Q4
2014.2979320644	1105	Filling Bookcase Shelves	filling-bookcase-shelves	weekly-contest-143	Q3
2011.3542735398	1102	Path With Maximum Minimum Value	path-with-maximum-minimum-value	biweekly-contest-3	Q4
2010.5524756946	880	Decoded String at Index	decoded-string-at-index	weekly-contest-96	Q3
2009.7322365973	1981	Minimize the Difference Between Target and Chosen Elements	minimize-the-difference-between-target-and-chosen-elements	weekly-contest-255	Q3
2008.4065079100	1223	Dice Roll Simulation	dice-roll-simulation	weekly-contest-158	Q3
2005.5862669078	1888	Minimum Number of Flips to Make the Binary String Alternating	minimum-number-of-flips-to-make-the-binary-string-alternating	weekly-contest-244	Q3
2005.2755755378	1761	Minimum Degree of a Connected Trio in a Graph	minimum-degree-of-a-connected-trio-in-a-graph	weekly-contest-228	Q4
2004.5346526204	1927	Sum Game	sum-game	biweekly-contest-56	Q3
2003.5794613668	2092	Find All People With Secret	find-all-people-with-secret	weekly-contest-269	Q4
2000.8441804448	1686	Stone Game VI	stone-game-vi	biweekly-contest-41	Q3
2000.8021428612	911	Online Election	online-election	weekly-contest-103	Q4
1999.1208076854	765	Couples Holding Hands	couples-holding-hands	weekly-contest-67	Q4
1997.1824403719	1274	Number of Ships in a Rectangle	number-of-ships-in-a-rectangle	biweekly-contest-14	Q4
1995.2937073376	1986	Minimum Number of Work Sessions to Finish the Tasks	minimum-number-of-work-sessions-to-finish-the-tasks	weekly-contest-256	Q3
1994.3618892548	927	Three Equal Parts	three-equal-parts	weekly-contest-107	Q3
1992.0032292739	1625	Lexicographically Smallest String After Applying Operations	lexicographically-smallest-string-after-applying-operations	weekly-contest-211	Q2
1990.7738526153	963	Minimum Area Rectangle II	minimum-area-rectangle-ii	weekly-contest-116	Q3
1990.2800994214	756	Pyramid Transition Matrix	pyramid-transition-matrix	weekly-contest-65	Q3
1989.5369509422	902	Numbers At Most N Given Digit Set	numbers-at-most-n-given-digit-set	weekly-contest-101	Q3
1985.2504512337	928	Minimize Malware Spread II	minimize-malware-spread-ii	weekly-contest-107	Q4
1985.2417520906	940	Distinct Subsequences II	distinct-subsequences-ii	weekly-contest-110	Q4
1983.7044070600	1733	Minimum Number of People to Teach	minimum-number-of-people-to-teach	biweekly-contest-44	Q2
1983.2319731313	1250	Check If It Is a Good Array	check-if-it-is-a-good-array	weekly-contest-161	Q4
1982.5085994817	805	Split Array With Same Average	split-array-with-same-average	weekly-contest-77	Q4
1979.9454101467	2151	Maximum Good People Based on Statements	maximum-good-people-based-on-statements	weekly-contest-277	Q4
1979.1323403633	1278	Palindrome Partitioning III	palindrome-partitioning-iii	weekly-contest-165	Q4
1979.1112273597	1882	Process Tasks Using Servers	process-tasks-using-servers	weekly-contest-243	Q3
1976.7214151234	1092	Shortest Common Supersequence 	shortest-common-supersequence	weekly-contest-141	Q4
1975.5726300727	907	Sum of Subarray Minimums	sum-of-subarray-minimums	weekly-contest-102	Q3
1973.7407637067	1488	Avoid Flood in The City	avoid-flood-in-the-city	weekly-contest-194	Q3
1970.4608098164	1032	Stream of Characters	stream-of-characters	weekly-contest-133	Q4
1969.9845549158	835	Image Overlap	image-overlap	weekly-contest-84	Q3
1969.2019235672	1943	Describe the Painting	describe-the-painting	biweekly-contest-57	Q3
1967.3284576938	1293	Shortest Path in a Grid with Obstacles Elimination	shortest-path-in-a-grid-with-obstacles-elimination	weekly-contest-167	Q4
1966.7067914206	1969	Minimum Non-Zero Product of the Array Elements	minimum-non-zero-product-of-the-array-elements	weekly-contest-254	Q3
1964.3793590858	815	Bus Routes	bus-routes	weekly-contest-79	Q4
1962.3314335449	802	Find Eventual Safe States	find-eventual-safe-states	weekly-contest-76	Q3
1962.2005269503	1642	Furthest Building You Can Reach	furthest-building-you-can-reach	weekly-contest-213	Q3
1961.4987013156	1537	Get the Maximum Score	get-the-maximum-score	weekly-contest-200	Q4
1956.7059585934	1463	Cherry Pickup II	cherry-pickup-ii	biweekly-contest-27	Q4
1954.2533254344	1696	Jump Game VI	jump-game-vi	weekly-contest-220	Q3
1952.7073399331	1737	Change Minimum Characters to Satisfy One of Three Conditions	change-minimum-characters-to-satisfy-one-of-three-conditions	weekly-contest-225	Q2
1951.3509259668	1259	Handshakes That Don't Cross	handshakes-that-dont-cross	biweekly-contest-13	Q4
1951.2096212775	1690	Stone Game VII	stone-game-vii	weekly-contest-219	Q3
1949.0920823355	1153	String Transforms Into Another String	string-transforms-into-another-string	biweekly-contest-6	Q4
1947.5013967785	1631	Path With Minimum Effort	path-with-minimum-effort	weekly-contest-212	Q3
1945.7515607928	1793	Maximum Score of a Good Subarray	maximum-score-of-a-good-subarray	weekly-contest-232	Q4
1945.5095833982	1482	Minimum Number of Days to Make m Bouquets	minimum-number-of-days-to-make-m-bouquets	weekly-contest-193	Q3
1944.5673996888	2227	Encrypt and Decrypt Strings	encrypt-and-decrypt-strings	weekly-contest-287	Q4
1940.6002290953	2111	Minimum Operations to Make the Array K-Increasing	minimum-operations-to-make-the-array-k-increasing	weekly-contest-272	Q4
1939.9323330472	1760	Minimum Limit of Balls in a Bag	minimum-limit-of-balls-in-a-bag	weekly-contest-228	Q3
1938.6883365596	777	Swap Adjacent in LR String	swap-adjacent-in-lr-string	weekly-contest-70	Q3
1938.2224916289	866	Prime Palindrome	prime-palindrome	weekly-contest-92	Q3
1936.6613414859	813	Largest Sum of Averages	largest-sum-of-averages	weekly-contest-79	Q3
1934.3556201811	1818	Minimum Absolute Sum Difference	minimum-absolute-sum-difference	weekly-contest-235	Q3
1933.9571917853	827	Making A Large Island	making-a-large-island	weekly-contest-82	Q4
1933.2169470617	1964	Find the Longest Valid Obstacle Course at Each Position	find-the-longest-valid-obstacle-course-at-each-position	weekly-contest-253	Q4
1932.3730795204	996	Number of Squareful Arrays	number-of-squareful-arrays	weekly-contest-124	Q4
1931.7335479582	1574	Shortest Subarray to be Removed to Make Array Sorted	shortest-subarray-to-be-removed-to-make-array-sorted	biweekly-contest-34	Q3
1931.0849921121	1798	Maximum Number of Consecutive Values You Can Make	maximum-number-of-consecutive-values-you-can-make	biweekly-contest-48	Q3
1929.9086934334	1705	Maximum Number of Eaten Apples	maximum-number-of-eaten-apples	weekly-contest-221	Q2
1929.8973433160	2018	Check if Word Can Be Placed In Crossword	check-if-word-can-be-placed-in-crossword	weekly-contest-260	Q3
1929.3184180196	1802	Maximum Value at a Given Index in a Bounded Array	maximum-value-at-a-given-index-in-a-bounded-array	weekly-contest-233	Q3
1928.2304187946	1562	Find Latest Group of Size M	find-latest-group-of-size-m	weekly-contest-203	Q3
1927.4000816649	1449	Form Largest Integer With Digits That Add up to Target	form-largest-integer-with-digits-that-add-up-to-target	biweekly-contest-26	Q4
1926.7059583253	1727	Largest Submatrix With Rearrangements	largest-submatrix-with-rearrangements	weekly-contest-224	Q3
1924.9646394910	1745	Palindrome Partitioning IV	palindrome-partitioning-iv	weekly-contest-226	Q4
1919.7433862082	1552	Magnetic Force Between Two Balls	magnetic-force-between-two-balls	weekly-contest-202	Q3
1919.6391896894	1416	Restore The Array	restore-the-array	biweekly-contest-24	Q4
1919.1749818083	1130	Minimum Cost Tree From Leaf Values	minimum-cost-tree-from-leaf-values	weekly-contest-146	Q3
1918.9960035055	2069	Walking Robot Simulation II	walking-robot-simulation-ii	biweekly-contest-65	Q2
1916.0689858272	1043	Partition Array for Maximum Sum	partition-array-for-maximum-sum	weekly-contest-136	Q3
1914.6717285348	2147	Number of Ways to Divide a Long Corridor	number-of-ways-to-divide-a-long-corridor	biweekly-contest-70	Q4
1913.6704728453	1373	Maximum Sum BST in Binary Tree	maximum-sum-bst-in-binary-tree	biweekly-contest-21	Q4
1912.8455659711	1671	Minimum Number of Removals to Make Mountain Array	minimum-number-of-removals-to-make-mountain-array	biweekly-contest-40	Q4
1912.8440554296	1898	Maximum Number of Removable Characters	maximum-number-of-removable-characters	weekly-contest-245	Q2
1912.0829958001	1147	Longest Chunked Palindrome Decomposition	longest-chunked-palindrome-decomposition	weekly-contest-148	Q4
1911.7063530593	2049	Count Nodes With the Highest Score	count-nodes-with-the-highest-score	weekly-contest-264	Q3
1911.1959516695	873	Length of Longest Fibonacci Subsequence	length-of-longest-fibonacci-subsequence	weekly-contest-94	Q4
1909.4189035523	991	Broken Calculator	broken-calculator	weekly-contest-123	Q3
1908.3866125757	1124	Longest Well-Performing Interval	longest-well-performing-interval	weekly-contest-145	Q3
1900.8434122725	1665	Minimum Initial Energy to Finish Tasks	minimum-initial-energy-to-finish-tasks	weekly-contest-216	Q4
1899.6213866649	823	Binary Trees With Factors	binary-trees-with-factors	weekly-contest-81	Q4
1897.5516652727	1878	Get Biggest Three Rhombus Sums in a Grid	get-biggest-three-rhombus-sums-in-a-grid	biweekly-contest-53	Q3
1897.3309169423	780	Reaching Points	reaching-points	weekly-contest-71	Q3
1896.7975214446	878	Nth Magical Number	nth-magical-number	weekly-contest-95	Q3
1896.1411567598	1871	Jump Game VII	jump-game-vii	weekly-contest-242	Q3
1892.1600619469	1722	Minimize Hamming Distance After Swap Operations	minimize-hamming-distance-after-swap-operations	weekly-contest-223	Q3
1885.9015646531	2064	Minimized Maximum of Products Distributed to Any Store	minimized-maximum-of-products-distributed-to-any-store	weekly-contest-266	Q3
1885.1051527272	1066	Campus Bikes II	campus-bikes-ii	biweekly-contest-1	Q3
1885.0178370385	1326	Minimum Number of Taps to Open to Water a Garden	minimum-number-of-taps-to-open-to-water-a-garden	weekly-contest-172	Q4
1883.3541964032	2054	Two Best Non-Overlapping Events	two-best-non-overlapping-events	biweekly-contest-64	Q2
1881.6810367589	1255	Maximum Score Words Formed by Letters	maximum-score-words-formed-by-letters	weekly-contest-162	Q4
1880.7433591583	858	Mirror Reflection	mirror-reflection	weekly-contest-90	Q3
1880.5909929633	1536	Minimum Swaps to Arrange a Binary Grid	minimum-swaps-to-arrange-a-binary-grid	weekly-contest-200	Q3
1880.4226853663	1106	Parsing A Boolean Expression	parsing-a-boolean-expression	weekly-contest-143	Q4
1880.3261182293	754	Reach a Number	reach-a-number	weekly-contest-65	Q1
1880.0511044074	2101	Detonate the Maximum Bombs	detonate-the-maximum-bombs	biweekly-contest-67	Q3
1877.8983358307	1234	Replace the Substring for Balanced String	replace-the-substring-for-balanced-string	weekly-contest-159	Q3
1877.5624603804	752	Open the Lock	open-the-lock	weekly-contest-64	Q3
1876.3854625677	955	Delete Columns to Make Sorted II	delete-columns-to-make-sorted-ii	weekly-contest-114	Q3
1876.3611046625	1838	Frequency of the Most Frequent Element	frequency-of-the-most-frequent-element	weekly-contest-238	Q2
1876.1460190080	1392	Longest Happy Prefix	longest-happy-prefix	weekly-contest-181	Q4
1874.6468976233	1015	Smallest Integer Divisible by K	smallest-integer-divisible-by-k	weekly-contest-129	Q2
1873.0367582475	1001	Grid Illumination	grid-illumination	weekly-contest-125	Q4
1872.0350138774	1526	Minimum Number of Increments on Subarrays to Form a Target Array	minimum-number-of-increments-on-subarrays-to-form-a-target-array	biweekly-contest-31	Q4
1871.8245218615	2008	Maximum Earnings From Taxi	maximum-earnings-from-taxi	biweekly-contest-61	Q3
1871.3112059413	1589	Maximum Sum Obtained of Any Permutation	maximum-sum-obtained-of-any-permutation	biweekly-contest-35	Q2
1869.4024391280	2002	Maximum Product of the Length of Two Palindromic Subsequences	maximum-product-of-the-length-of-two-palindromic-subsequences	weekly-contest-258	Q3
1868.9864493463	2212	Maximum Points in an Archery Competition	maximum-points-in-an-archery-competition	weekly-contest-285	Q3
1868.9146755896	924	Minimize Malware Spread	minimize-malware-spread	weekly-contest-106	Q4
1868.1914861381	1616	Split Two Strings to Make Palindrome	split-two-strings-to-make-palindrome	weekly-contest-210	Q3
1867.9916069568	1717	Maximum Score From Removing Substrings	maximum-score-from-removing-substrings	biweekly-contest-43	Q2
1867.8619694847	1605	Find Valid Matrix Given Row and Column Sums	find-valid-matrix-given-row-and-column-sums	biweekly-contest-36	Q3
1866.3014601125	1340	Jump Game V	jump-game-v	weekly-contest-174	Q4
1865.3441063734	2039	The Time When the Network Becomes Idle	the-time-when-the-network-becomes-idle	biweekly-contest-63	Q3
1864.0948676111	1163	Last Substring in Lexicographical Order	last-substring-in-lexicographical-order	weekly-contest-150	Q4
1861.4906863586	1993	Operations on Tree	operations-on-tree	biweekly-contest-60	Q3
1860.7429342910	1996	The Number of Weak Characters in the Game	the-number-of-weak-characters-in-the-game	weekly-contest-257	Q2
1858.9581916885	1744	Can You Eat Your Favorite Candy on Your Favorite Day?	can-you-eat-your-favorite-candy-on-your-favorite-day	weekly-contest-226	Q3
1857.6431822094	1584	Min Cost to Connect All Points	min-cost-to-connect-all-points	weekly-contest-206	Q3
1855.5957296285	799	Champagne Tower	champagne-tower	weekly-contest-75	Q3
1855.4479039876	1202	Smallest String With Swaps	smallest-string-with-swaps	weekly-contest-155	Q3
1855.3770461540	1546	Maximum Number of Non-Overlapping Subarrays With Sum Equals Target	maximum-number-of-non-overlapping-subarrays-with-sum-equals-target	weekly-contest-201	Q3
1854.9547783559	1334	Find the City With the Smallest Number of Neighbors at a Threshold Distance	find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance	weekly-contest-173	Q3
1854.0126399812	1269	Number of Ways to Stay in the Same Place After Some Steps	number-of-ways-to-stay-in-the-same-place-after-some-steps	weekly-contest-164	Q4
1853.0880092558	1301	Number of Paths with Max Score	number-of-paths-with-max-score	biweekly-contest-16	Q4
1851.7255023016	2162	Minimum Cost to Set Cooking Time	minimum-cost-to-set-cooking-time	biweekly-contest-71	Q3
1850.8490524791	1152	Analyze User Website Visit Pattern	analyze-user-website-visit-pattern	biweekly-contest-6	Q3
1850.5506342426	1477	Find Two Non-overlapping Sub-arrays Each With Target Sum	find-two-non-overlapping-sub-arrays-each-with-target-sum	biweekly-contest-28	Q3
1850.4091449367	1775	Equal Sum Arrays With Minimum Number of Operations	equal-sum-arrays-with-minimum-number-of-operations	weekly-contest-230	Q3
1849.8122180044	2059	Minimum Operations to Convert Number	minimum-operations-to-convert-number	weekly-contest-265	Q3
1848.0912848518	1177	Can Make Palindrome from Substring	can-make-palindrome-from-substring	weekly-contest-152	Q3
1847.2077654978	1258	Synonymous Sentences	synonymous-sentences	biweekly-contest-13	Q3
1846.4077077642	1514	Path with Maximum Probability	path-with-maximum-probability	weekly-contest-197	Q3
1846.3568350016	874	Walking Robot Simulation	walking-robot-simulation	weekly-contest-94	Q2
1845.0428731248	1504	Count Submatrices With All Ones	count-submatrices-with-all-ones	weekly-contest-196	Q3
1844.6289439644	1411	Number of Ways to Paint N × 3 Grid	number-of-ways-to-paint-n-3-grid	weekly-contest-184	Q4
1841.4067816266	2013	Detect Squares	detect-squares	weekly-contest-259	Q3
1837.8252904904	1559	Detect Cycles in 2D Grid	detect-cycles-in-2d-grid	biweekly-contest-33	Q4
1836.5363480780	1316	Distinct Echo Substrings	distinct-echo-substrings	biweekly-contest-17	Q4
1836.5345744332	2146	K Highest Ranked Items Within a Price Range	k-highest-ranked-items-within-a-price-range	biweekly-contest-70	Q3
1835.4868365659	995	Minimum Number of K Consecutive Bit Flips	minimum-number-of-k-consecutive-bit-flips	weekly-contest-124	Q3
1832.2280384591	755	Pour Water	pour-water	weekly-contest-65	Q2
1831.9395911303	2034	Stock Price Fluctuation 	stock-price-fluctuation	weekly-contest-262	Q3
1830.3165569278	980	Unique Paths III	unique-paths-iii	weekly-contest-120	Q4
1830.1493771696	790	Domino and Tromino Tiling	domino-and-tromino-tiling	weekly-contest-73	Q4
1828.6438563573	1754	Largest Merge Of Two Strings	largest-merge-of-two-strings	weekly-contest-227	Q3
1828.2700238306	2135	Count Words Obtained After Adding a Letter	count-words-obtained-after-adding-a-letter	weekly-contest-275	Q3
1827.0907402220	1095	Find in Mountain Array	find-in-mountain-array	weekly-contest-142	Q3
1825.7704860080	934	Shortest Bridge	shortest-bridge	weekly-contest-109	Q3
1825.4207082682	1702	Maximum Binary String After Change	maximum-binary-string-after-change	biweekly-contest-42	Q3
1825.0056908946	1835	Find XOR Sum of All Pairs Bitwise AND	find-xor-sum-of-all-pairs-bitwise-and	weekly-contest-237	Q4
1824.8294463410	1298	Maximum Candies You Can Get from Boxes	maximum-candies-you-can-get-from-boxes	weekly-contest-168	Q4
1823.8779711373	1377	Frog Position After T Seconds	frog-position-after-t-seconds	weekly-contest-179	Q4
1823.5831437787	1458	Max Dot Product of Two Subsequences	max-dot-product-of-two-subsequences	weekly-contest-190	Q4
1822.9768689716	1363	Largest Multiple of Three	largest-multiple-of-three	weekly-contest-177	Q4
1822.1301265412	2217	Find Palindrome With Fixed Length	find-palindrome-with-fixed-length	weekly-contest-286	Q3
1820.5855764400	1405	Longest Happy String	longest-happy-string	weekly-contest-183	Q3
1819.3068421506	2055	Plates Between Candles	plates-between-candles	biweekly-contest-64	Q3
1818.0024504436	861	Score After Flipping Matrix	score-after-flipping-matrix	weekly-contest-91	Q3
1817.9978644712	1792	Maximum Average Pass Ratio	maximum-average-pass-ratio	weekly-contest-232	Q3
1817.2240262920	1658	Minimum Operations to Reduce X to Zero	minimum-operations-to-reduce-x-to-zero	weekly-contest-215	Q3
1817.0597073686	795	Number of Subarrays with Bounded Maximum	number-of-subarrays-with-bounded-maximum	weekly-contest-74	Q3
1815.1286459024	773	Sliding Puzzle	sliding-puzzle	weekly-contest-69	Q3
1810.7690062079	1284	Minimum Number of Flips to Convert Binary Matrix to Zero Matrix	minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix	weekly-contest-166	Q4
1809.8192888474	1345	Jump Game IV	jump-game-iv	biweekly-contest-19	Q4
1809.5579156134	776	Split BST	split-bst	weekly-contest-70	Q2
1808.7871088310	1519	Number of Nodes in the Sub-Tree With the Same Label	number-of-nodes-in-the-sub-tree-with-the-same-label	weekly-contest-198	Q2
1808.5754920785	1230	Toss Strange Coins	toss-strange-coins	biweekly-contest-11	Q3
1807.4618172386	1594	Maximum Non Negative Product in a Matrix	maximum-non-negative-product-in-a-matrix	weekly-contest-207	Q3
1806.5891699944	1073	Adding Two Negabinary Numbers	adding-two-negabinary-numbers	weekly-contest-139	Q3
1805.5947071171	1035	Uncrossed Lines	uncrossed-lines	weekly-contest-134	Q3
1804.5783242151	1080	Insufficient Nodes in Root to Leaf Paths	insufficient-nodes-in-root-to-leaf-paths	weekly-contest-140	Q3
1804.5283324227	2096	Step-By-Step Directions From a Binary Tree Node to Another	step-by-step-directions-from-a-binary-tree-node-to-another	weekly-contest-270	Q3
1803.7518552874	1953	Maximum Number of Weeks for Which You Can Work	maximum-number-of-weeks-for-which-you-can-work	weekly-contest-252	Q2
1802.2256875356	1673	Find the Most Competitive Subsequence	find-the-most-competitive-subsequence	weekly-contest-217	Q2
1799.4635458535	1186	Maximum Subarray Sum with One Deletion	maximum-subarray-sum-with-one-deletion	weekly-contest-153	Q3
1797.8728515982	1711	Count Good Meals	count-good-meals	weekly-contest-222	Q2
1797.7466000366	1834	Single-Threaded CPU	single-threaded-cpu	weekly-contest-237	Q3
1797.5851607225	1072	Flip Columns For Maximum Number of Equal Rows	flip-columns-for-maximum-number-of-equal-rows	weekly-contest-139	Q2
1797.4917663632	1028	Recover a Tree From Preorder Traversal	recover-a-tree-from-preorder-traversal	weekly-contest-132	Q4
1795.0422250815	966	Vowel Spellchecker	vowel-spellchecker	weekly-contest-117	Q3
1794.5827898448	886	Possible Bipartition	possible-bipartition	weekly-contest-97	Q3
1793.8027487553	1653	Minimum Deletions to Make String Balanced	minimum-deletions-to-make-string-balanced	biweekly-contest-39	Q2
1792.0767945370	1245	Tree Diameter	tree-diameter	biweekly-contest-12	Q3
1787.8550568757	2192	All Ancestors of a Node in a Directed Acyclic Graph	all-ancestors-of-a-node-in-a-directed-acyclic-graph	biweekly-contest-73	Q3
1787.6346864268	768	Max Chunks To Make Sorted II	max-chunks-to-make-sorted-ii	weekly-contest-68	Q4
1787.4514432151	1156	Swap For Longest Repeated Character Substring	swap-for-longest-repeated-character-substring	weekly-contest-149	Q3
1787.2310751136	1497	Check If Array Pairs Are Divisible by k	check-if-array-pairs-are-divisible-by-k	weekly-contest-195	Q2
1786.9268132617	1510	Stone Game IV	stone-game-iv	biweekly-contest-30	Q4
1786.6885430540	1312	Minimum Insertion Steps to Make a String Palindrome	minimum-insertion-steps-to-make-a-string-palindrome	weekly-contest-170	Q4
1786.5491561897	971	Flip Binary Tree To Match Preorder Traversal	flip-binary-tree-to-match-preorder-traversal	weekly-contest-118	Q3
1786.4753467293	787	Cheapest Flights Within K Stops	cheapest-flights-within-k-stops	weekly-contest-72	Q3
1786.3121598293	983	Minimum Cost For Tickets	minimum-cost-for-tickets	weekly-contest-121	Q3
1785.6872758693	1911	Maximum Alternating Subsequence Sum	maximum-alternating-subsequence-sum	biweekly-contest-55	Q3
1784.2539813582	894	All Possible Full Binary Trees	all-possible-full-binary-trees	weekly-contest-99	Q3
1783.2337340478	851	Loud and Rich	loud-and-rich	weekly-contest-88	Q3
1782.9801784101	1765	Map of Highest Peak	map-of-highest-peak	biweekly-contest-46	Q3
1782.3312212058	1171	Remove Zero Sum Consecutive Nodes from Linked List	remove-zero-sum-consecutive-nodes-from-linked-list	weekly-contest-151	Q3
1781.3664141686	1895	Largest Magic Square	largest-magic-square	biweekly-contest-54	Q3
1779.9495819318	842	Split Array into Fibonacci Sequence	split-array-into-fibonacci-sequence	weekly-contest-86	Q3
1779.8364613072	1424	Diagonal Traverse II	diagonal-traverse-ii	weekly-contest-186	Q3
1779.7534349429	1129	Shortest Path with Alternating Colors	shortest-path-with-alternating-colors	weekly-contest-146	Q2
1779.3931248179	1016	Binary String With Substrings Representing 1 To N	binary-string-with-substrings-representing-1-to-n	weekly-contest-129	Q4
1778.4880620629	1824	Minimum Sideway Jumps	minimum-sideway-jumps	weekly-contest-236	Q3
1777.3786570233	918	Maximum Sum Circular Subarray	maximum-sum-circular-subarray	weekly-contest-105	Q2
1774.8764591297	1238	Circular Permutation in Binary Representation	circular-permutation-in-binary-representation	weekly-contest-160	Q2
1770.8924569497	1146	Snapshot Array	snapshot-array	weekly-contest-148	Q3
1768.6238968290	1600	Throne Inheritance	throne-inheritance	weekly-contest-208	Q3
1766.2506177612	1914	Cyclically Rotating a Grid	cyclically-rotating-a-grid	weekly-contest-247	Q2
1765.5654059263	875	Koko Eating Bananas	koko-eating-bananas	weekly-contest-94	Q3
1764.9170564773	1706	Where Will the Ball Fall	where-will-the-ball-fall	weekly-contest-221	Q3
1762.3115124143	948	Bag of Tokens	bag-of-tokens	weekly-contest-112	Q4
1762.0307532652	1262	Greatest Sum Divisible by Three	greatest-sum-divisible-by-three	weekly-contest-163	Q3
1760.9131492436	2121	Intervals Between Identical Elements	intervals-between-identical-elements	weekly-contest-273	Q3
1759.2287478055	2075	Decode the Slanted Ciphertext	decode-the-slanted-ciphertext	weekly-contest-267	Q3
1759.0197295594	1541	Minimum Insertions to Balance a Parentheses String	minimum-insertions-to-balance-a-parentheses-string	biweekly-contest-32	Q3
1758.7525514100	1027	Longest Arithmetic Subsequence	longest-arithmetic-subsequence	weekly-contest-132	Q3
1758.5135073787	1954	Minimum Garden Perimeter to Collect Enough Apples	minimum-garden-perimeter-to-collect-enough-apples	weekly-contest-252	Q3
1753.9062487685	1216	Valid Palindrome III	valid-palindrome-iii	biweekly-contest-10	Q4
1753.4775753993	764	Largest Plus Sign	largest-plus-sign	weekly-contest-67	Q3
1752.9555725796	1135	Connecting Cities With Minimum Cost	connecting-cities-with-minimum-cost	biweekly-contest-5	Q3
1752.2621077596	939	Minimum Area Rectangle	minimum-area-rectangle	weekly-contest-110	Q3
1751.5101577001	2166	Design Bitset	design-bitset	weekly-contest-279	Q3
1749.4981778209	1111	Maximum Nesting Depth of Two Valid Parentheses Strings	maximum-nesting-depth-of-two-valid-parentheses-strings	weekly-contest-144	Q4
1748.4522689101	2134	Minimum Swaps to Group All 1's Together II	minimum-swaps-to-group-all-1s-together-ii	weekly-contest-275	Q2
1748.1523771585	1297	Maximum Number of Occurrences of a Substring	maximum-number-of-occurrences-of-a-substring	weekly-contest-168	Q3
1748.1339100823	2171	Removing Minimum Number of Magic Beans	removing-minimum-number-of-magic-beans	weekly-contest-280	Q3
1747.6755111029	1191	K-Concatenation Maximum Sum	k-concatenation-maximum-sum	weekly-contest-154	Q3
1746.8757919578	1849	Splitting a String Into Descending Consecutive Values	splitting-a-string-into-descending-consecutive-values	weekly-contest-239	Q2
1746.1359179770	1024	Video Stitching	video-stitching	weekly-contest-131	Q4
1745.6580748712	1530	Number of Good Leaf Nodes Pairs	number-of-good-leaf-nodes-pairs	weekly-contest-199	Q3
1745.6490739887	1391	Check if There is a Valid Path in a Grid	check-if-there-is-a-valid-path-in-a-grid	weekly-contest-181	Q3
1744.7611048301	1638	Count Substrings That Differ by One Character	count-substrings-that-differ-by-one-character	biweekly-contest-38	Q3
1744.0388789755	1139	Largest 1-Bordered Square	largest-1-bordered-square	weekly-contest-147	Q3
1743.7319765540	2087	Minimum Cost Homecoming of a Robot in a Grid	minimum-cost-homecoming-of-a-robot-in-a-grid	biweekly-contest-66	Q3
1741.4527995252	1145	Binary Tree Coloring Game	binary-tree-coloring-game	weekly-contest-148	Q2
1740.5014205942	1079	Letter Tile Possibilities	letter-tile-possibilities	weekly-contest-140	Q2
1739.5831401172	1593	Split a String Into the Max Number of Unique Substrings	split-a-string-into-the-max-number-of-unique-substrings	weekly-contest-207	Q2
1737.8431142688	1814	Count Nice Pairs in an Array	count-nice-pairs-in-an-array	biweekly-contest-49	Q3
1734.8208369949	1292	Maximum Side Length of a Square with Sum Less than or Equal to Threshold	maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold	weekly-contest-167	Q3
1734.0550202798	2048	Next Greater Numerically Balanced Number	next-greater-numerically-balanced-number	weekly-contest-264	Q2
1732.7813534239	1273	Delete Tree Nodes	delete-tree-nodes	biweekly-contest-14	Q3
1731.5555445321	889	Construct Binary Tree from Preorder and Postorder Traversal	construct-binary-tree-from-preorder-and-postorder-traversal	weekly-contest-98	Q3
1730.3052054913	1014	Best Sightseeing Pair	best-sightseeing-pair	weekly-contest-129	Q3
1729.6074000215	1220	Count Vowels Permutation	count-vowels-permutation	weekly-contest-157	Q4
1725.4481937307	1011	Capacity To Ship Packages Within D Days	capacity-to-ship-packages-within-d-days	weekly-contest-128	Q3
1724.1545485476	2070	Most Beautiful Item for Each Query	most-beautiful-item-for-each-query	biweekly-contest-65	Q3
1722.8129701098	1359	Count All Valid Pickup and Delivery Options	count-all-valid-pickup-and-delivery-options	biweekly-contest-20	Q4
1722.3088173214	1197	Minimum Knight Moves	minimum-knight-moves	biweekly-contest-9	Q2
